Gene	Name	Chr	Strand	Start	End	HNT_8A8G_Rep1	HNT_8A8G_Rep2	HBG1_8A8G_Rep1	HBG1_8A8G_Rep2	HBG1_WT
MTMR8	MTMR8	X	-	64268081	64395452	1.262557	1.461983	0.424811	1.734903	1.556669
KRTAP1-1	KRTAP1-1	17	-	41040559	41041461	0.0	0.000000	0.0	0.0	0.0
TBC1D3H	TBC1D3H	17	-	37978099	37989062	9.422526	6.020200	9.970494	10.166451	12.035953
S100A8	S100A8	1	-	153390032	153422583	0.0	0.0	0.0	0.0	0.0
IL34	IL34	16	+	70579895	70660682	1.114916	1.810047	0.657390	0.186362	0.329839
ZNF737	ZNF737	19	-	20537992	20565820	0.0	0.0	0.0	0.0	0.0
EMC9	EMC9	14	-	24138965	24141588	92.972313	88.128227	87.672752	93.474167	127.473267
LOC102724135	LOC102724135	15	-	84199312	84230136	2.775444	1.347545	1.370822	3.507669	1.372194
ST8SIA6-AS1	ST8SIA6-AS1	10	+	17386936	17408286	0.000000	0.000000	0.000000	0.000000	0.000000
C11orf96	C11orf96	11	+	43942556	43943883	41.086823	24.404573	24.195814	34.599255	46.131783
VHL	VHL	3	+	10141635	10153670	27.366077	8.694674	18.125034	32.093300	14.919291
TRIM6-TRIM34	TRIM6-TRIM34	11	+	5596635	5644395	0.039530	0.000000	0.488625	0.656761	0.630957
LGR6	LGR6	1	+	202193990	202319761	0.0	0.0	0.539863	0.480738	0.000000
TBC1D32	TBC1D32	6	-	121079494	121334500	4.955016	3.868821	4.268478	5.229614	7.557717
PPEF1	PPEF1	X	+	18690926	18827916	0.319665	0.0	1.419259	0.190353	0.282599
WDR3	WDR3	1	+	117929749	117960426	23.519434	40.737648	32.632053	36.191536	29.396742
RINL	RINL	19	-	38867832	38878279	0.219609	0.000000	0.000000	0.000000	0.000000
GCC2-AS1	GCC2-AS1	2	-	108507541	108534219	3.948658	4.774311	2.266829	0.000000	2.637411
MIR548AG1	MIR548AG1	4	+	60922619	60922684	0.0	0.0	0.0	0.0	0.0
SERPINA10	SERPINA10	14	-	94283313	94293271	0.608183	0.000000	0.645234	1.029027	0.405976
ZNF185	ZNF185	X	+	152914442	152973481	1.793866	2.943744	3.668046	3.258491	1.759907
STAB1	STAB1	3	+	52495338	52524495	0.534916	0.000000	0.180769	0.000000	0.030923
MCMBP	MCMBP	10	-	119829404	119873628	150.709412	53.519833	91.276199	87.869438	92.771072
GOT2	GOT2	16	-	58707131	58734357	76.404640	46.191158	78.356094	103.287743	72.509232
LINC00696	LINC00696	3	-	52062094	52065112	0.296266	0.0	0.449491	0.110128	0.143273
LOC102723493	LOC102723493	15	-	66984207	67064182	0.0	0.0	0.0	0.0	0.0
DNAJB9	DNAJB9	7	+	108569745	108574850	3.585561	2.564766	3.956618	4.177056	5.374174
LINC01048	LINC01048	13	-	37481465	37484784	0.0	0.0	0.0	0.0	0.0
MIR1182	MIR1182	1	-	231019828	231019924	1.057090	0.953705	0.975666	1.047428	1.199929
MDC1	MDC1	6	-	30699807	30717281	238.631622	257.396423	233.098846	249.361359	328.204193
TTTY4C	TTTY4C	Y	+	22936455	25099892	0.0	0.0	0.0	0.0	0.0
MIR145	MIR145	5	+	149430646	149430733	0.000000	0.0	0.0	0.0	0.0
ATP7A	ATP7A	X	+	77910656	78050395	7.086984	3.151027	10.024404	11.355320	4.883742
RNU6-1	RNU6-1	10	+	13217269	13217374	0.012724	0.0	0.007767	0.089954	0.149125
KATNA1	KATNA1	6	-	149594875	149648804	80.249573	94.689537	113.360077	108.538879	100.502281
CD1D	CD1D	1	+	158179947	158186426	0.000000	0.000000	0.000000	0.138320	0.0
CTNNBIP1	CTNNBIP1	1	-	9848276	9910258	9.136732	12.669152	11.665547	9.421077	8.986401
LINC02449	LINC02449	12	+	8235415	8242564	5.725404	13.470201	3.585593	2.479921	7.346811
CDH12	CDH12	5	-	21750866	22853622	3.187384	2.650028	5.671102	6.094498	5.280366
SNORA31B	SNORA31B	13	-	45336314	45336447	0.199993	0.366117	0.098851	0.401995	0.774446
PRKD2	PRKD2	19	-	46674316	46717127	33.821358	24.712349	33.726837	32.939651	36.461239
GATC	GATC	12	+	120446438	120463753	53.865059	11.179245	59.671452	59.053463	16.979883
BSDC1	BSDC1	1	-	32364633	32394461	35.754692	23.906397	33.051620	42.399616	23.413797
MSRA	MSRA	8	+	10054269	10428891	3.914444	5.387663	5.904117	4.470468	7.540950
MAP4K5	MAP4K5	14	-	50418493	50532658	39.493042	26.944582	32.164085	36.774994	31.856508
CHAC2	CHAC2	2	+	53767783	53775196	31.605970	20.079393	52.831234	33.924725	42.844929
QTRT2	QTRT2	3	+	114056735	114088421	26.558533	21.132032	32.813908	17.444433	29.319138
SLC25A37	SLC25A37	8	+	23528795	23575463	30.715345	40.565487	36.196129	42.634384	34.307007
OR1I1	OR1I1	19	+	15087066	15088133	0.0	0.0	0.0	0.0	0.0
UBAC2	UBAC2	13	+	99200425	99386499	60.337959	25.317802	67.123566	55.400513	51.741066
UNC45A	UNC45A	15	+	90930180	90954093	55.573132	65.315369	36.478497	47.998894	53.722191
ARL14EPL	ARL14EPL	5	+	116051466	116059130	0.0	0.0	0.000000	0.0	0.0
SGCG	SGCG	13	+	23180921	23325165	0.0	0.0	0.229892	0.0	0.0
NPIPB12	NPIPB12	16	-	30222874	30245855	0.000000	0.000000	0.000000	0.000000	0.000000
IRS4	IRS4	X	-	108732497	108736377	69.682693	138.265579	60.362637	83.129456	45.430737
TXNDC15	TXNDC15	5	+	134873770	134901633	21.262047	15.733785	13.424742	10.243067	13.311133
PIP4P1	PIP4P1	14	-	20457853	20461612	16.433846	11.207113	20.698427	16.991459	18.488701
ZNF486	ZNF486	19	+	20167214	20200490	0.0	0.0	0.0	0.0	0.0
ZNF132	ZNF132	19	-	58432814	58440222	2.456863	2.785582	3.170273	3.113595	1.826845
OR5V1	OR5V1	6	-	29355230	29356277	0.0	0.0	0.0	0.0	0.0
AA06	AA06	17	-	33529787	33533760	0.0	0.000000	0.0	0.000000	0.000000
MYMX	MYMX	6	+	44216939	44218236	0.000000	0.0	0.0	0.0	0.0
STXBP5-AS1	STXBP5-AS1	6	-	146841389	147204614	0.316663	0.000000	0.125502	0.544774	0.000000
ZNF738	ZNF738	19	+	21358930	21388582	26.081825	1.368814	24.516050	42.770782	3.245106
TMEM158	TMEM158	3	-	45224464	45226322	9.951139	6.636203	9.992393	9.216065	8.771046
RBM4	RBM4	11	+	66638617	66668386	226.596588	144.555328	217.820206	238.483826	198.017609
FABP12	FABP12	8	-	81524981	81531390	0.000000	0.0	0.000000	0.0	0.0
RAB2B	RAB2B	14	-	21459020	21476973	6.093322	5.115827	8.343263	6.301260	4.391946
UBE2Q2P1	UBE2Q2P1	15	-	84527196	84570795	18.579775	16.985222	14.588257	21.468634	24.482021
SNORD3E	SNORD3E	X	-	70846081	70846295	0.0	0.0	0.0	0.0	0.0
SLC12A3	SLC12A3	16	+	56865207	56915850	0.000000	0.000000	0.0	0.0	0.104760
LOC105747689	LOC105747689	2	+	191690181	191710469	3.376266	2.558947	2.345081	3.437909	2.649565
LINC01268	LINC01268	6	-	113868014	113873347	0.0	0.0	0.546033	0.0	0.0
CASC8	CASC8	8	-	127289676	127482139	0.000000	0.0	0.000000	0.0	0.000000
CD300H	CD300H	17	-	74560701	74567343	0.0	0.0	0.0	0.0	0.0
SSR2	SSR2	1	-	156009048	156020967	242.844131	140.695312	205.637131	199.365585	193.434509
CD99P1	CD99P1	Y	+	2609265	2657229	9.988565	5.721325	5.925191	4.929294	6.093040
MIR4426	MIR4426	2	+	55234164	55234849	0.000293	0.000656	0.000573	0.000422	0.000343
MIR205HG	MIR205HG	1	+	209428820	209432547	0.0	0.0	0.0	0.0	0.0
ELMO1	ELMO1	7	-	36852906	37449326	9.792965	3.312421	10.486883	8.560157	8.423437
MIR106A	MIR106A	X	-	134170198	134170278	0.0	0.0	0.0	0.0	0.0
SFXN1	SFXN1	5	+	175478498	175529741	94.239212	60.307636	99.681129	111.059975	69.849236
LOC101928491	LOC101928491	6	-	17501361	17511265	0.000000	0.000000	0.000000	0.527926	0.000000
MIR4723	MIR4723	17	+	28360654	28360734	0.291984	0.000000	0.000000	0.000000	0.000000
GLIPR1L1	GLIPR1L1	12	+	75334639	75370389	0.000000	0.000000	0.000000	0.000000	0.293961
LINC02485	LINC02485	4	-	135113085	135123559	0.0	0.0	0.0	0.000000	0.0
HOOK1	HOOK1	1	+	59814861	59876378	13.811707	11.566400	16.306702	17.093693	15.989136
KIAA1217	KIAA1217	10	+	23694746	24547848	2.288638	1.443009	1.115623	1.563916	3.157639
MOV10L1	MOV10L1	22	+	50090006	50161687	0.0	0.0	0.000000	0.000000	0.000000
FAAP20	FAAP20	1	-	2184460	2212720	269.252075	441.285889	217.356155	172.052094	271.011292
PSME4	PSME4	2	-	53864067	53970840	24.712524	22.635551	27.776794	32.007809	23.456415
SKIV2L	SKIV2L	6	+	31958804	31969755	12.890451	5.467680	12.499296	13.543712	12.425278
KRT27	KRT27	17	-	40776808	40782534	0.0	0.0	0.000000	0.0	0.0
CSTF3	CSTF3	11	-	33084584	33161491	62.813557	65.011101	62.329979	68.826996	82.514572
B3GNT6	B3GNT6	11	+	77034341	77041958	0.0	0.000000	0.0	0.0	0.0
C19orf48	C19orf48	19	-	50797693	50804853	481.307434	505.645142	446.911255	453.148071	494.229279
SERINC4	SERINC4	15	-	43794174	43800097	0.918372	0.281473	0.800461	1.677767	0.576810
SMIM33	SMIM33	5	+	139471004	139473700	0.0	0.000000	0.0	0.0	0.0
THSD4-AS1	THSD4-AS1	15	-	71166812	71189059	0.952255	0.000000	0.000000	0.000000	0.000000
THPO	THPO	3	-	184371935	184379688	0.241653	0.000000	0.283516	0.824269	0.789253
LOC105376805	LOC105376805	1	-	16888538	16889666	0.0	0.0	0.0	0.0	0.0
SET	SET	9	+	128683655	128696396	189.440826	315.196014	237.253433	245.567886	219.558899
NCF4-AS1	NCF4-AS1	22	-	36847372	36870443	0.000000	0.0	0.0	0.0	0.000000
LOC105370306	LOC105370306	13	+	88142867	88236082	0.0	0.0	0.0	0.0	0.0
MIR374B	MIR374B	X	-	74218547	74218618	0.000000	1.883499	0.000000	0.000000	0.000000
NMU	NMU	4	-	55595229	55636698	47.032860	27.331339	45.527195	60.057995	55.965675
ZNF280A	ZNF280A	22	-	22513736	22520281	0.000000	0.0	0.000000	0.000000	0.0
LILRA2	LILRA2	19	+	54572997	54587561	0.0	0.0	0.0	0.0	0.0
SLC27A6	SLC27A6	5	+	128965127	129033642	0.000000	0.0	0.000000	0.000000	0.0
PIK3C2G	PIK3C2G	12	+	18261540	18648418	0.0	0.0	0.0	0.0	0.0
ACVRL1	ACVRL1	12	+	51907418	51923361	0.257725	0.0	0.000000	0.149702	0.000000
SGSM3	SGSM3	22	+	40370562	40410289	42.350269	42.782307	45.766747	44.974564	44.872520
C3orf38	C3orf38	3	+	88149743	88157965	15.089685	14.685740	19.486427	17.277037	15.227760
FREM1	FREM1	9	-	14734666	14910995	0.0	0.0	0.0	0.000000	0.000000
LINC02571	LINC02571	6	-	31293908	31301637	0.0	0.0	0.0	0.000000	0.0
MIR628	MIR628	15	-	55372940	55373034	0.000000	0.000000	0.000000	0.000000	0.000000
FBXO48	FBXO48	2	-	68462371	68467317	2.071233	3.307523	3.561856	4.032887	3.676828
CCDC142	CCDC142	2	-	74472832	74483230	14.653094	13.535055	19.400377	25.176662	28.039644
CACNA1B	CACNA1B	9	+	137877789	138124624	0.835100	1.014462	0.629972	0.509073	1.100952
ZNF582-AS1	ZNF582-AS1	19	+	56393676	56399175	0.564770	0.302780	3.880895	1.433991	5.420278
OPN1MW2	OPN1MW2	X	+	154219734	154233286	0.000000	0	0.000000	0	0
ANKRD33B	ANKRD33B	5	+	10564323	10657816	1.555129	3.520839	1.670463	2.033016	1.824656
PROCR	PROCR	20	+	35172072	35177362	25.117043	19.259945	11.347381	17.494717	15.578010
GNA11	GNA11	19	+	3094410	3124002	41.907352	28.502050	39.492947	46.083061	42.419964
TNFRSF25	TNFRSF25	1	-	6461154	6466195	8.470688	7.627661	10.070222	10.564353	11.597227
SYTL2	SYTL2	11	-	85694221	85811159	0.919959	0.372769	0.756863	1.512062	1.980672
SNORD170	SNORD170	5	+	14463983	14464067	4.047183	0.000000	6.908159	1.640733	0.000000
DCTN6	DCTN6	8	+	30156297	30183639	24.944338	11.368893	25.617590	21.377615	26.171175
DAO	DAO	12	+	108880081	108900934	0.0	0.000000	0.0	0.0	0.0
BAG2	BAG2	6	+	57172306	57185214	22.623367	34.384079	23.500692	25.907907	21.407070
SLC25A22	SLC25A22	11	-	790475	798269	40.829124	35.032097	33.927944	39.409973	45.559357
SLC35G2	SLC35G2	3	+	136819019	136855892	28.069597	8.698272	19.923073	17.177841	24.582827
SNORA10	SNORA10	16	-	1962334	1962466	281.177704	147.622757	256.727325	218.811127	249.071564
ATP8B2	ATP8B2	1	+	154325560	154351304	25.306194	38.260525	33.911964	37.294468	28.170801
CT45A6	CT45A6	X	-	135777443	135785475	0	0	0	0.000000	0.000000
CXXC5-AS1	CXXC5-AS1	5	-	139648999	139649728	0.822521	0.000000	0.000000	0.542180	0.000000
SLC26A4	SLC26A4	7	+	107660635	107717807	0.000000	0.000000	0.000000	0.000000	0.0
CEBPA-DT	CEBPA-DT	19	+	33302821	33305057	0.740076	3.947580	2.297227	3.983996	1.949875
DGUOK-AS1	DGUOK-AS1	2	-	73957968	73981439	13.465961	14.710476	14.939522	15.600716	21.500937
MIR6862-2	MIR6862-2	16	+	28724252	28724321	0.433085	0.000000	0.029267	0.000000	0.000000
LINC01215	LINC01215	3	+	108125064	108138610	0.0	0.0	0.0	0.745521	0.0
QRFPR	QRFPR	4	-	121328642	121381026	6.424548	4.078659	13.171935	11.210703	10.061716
HOXA10	HOXA10	7	-	27170591	27180261	27.158913	25.333765	23.907337	26.881760	24.864801
LINC00894	LINC00894	X	+	149938548	150016787	0.961663	0.282033	0.621564	0.295200	0.233303
CT45A5	CT45A5	X	-	135777130	135837280	0.0	0.0	0.0	0	0
GFI1B	GFI1B	9	+	132945545	132991697	0.0	0.0	0.0	0.000000	0.0
RAB4A	RAB4A	1	+	229271062	229305893	50.220226	27.881702	44.214729	39.269138	32.930607
AKAP10	AKAP10	17	-	19904303	19977856	20.223862	21.915159	20.129673	21.225279	23.190237
P2RY12	P2RY12	3	-	151336843	151384812	0.000000	0.000000	0.307285	0.093984	0.000000
MFSD13A	MFSD13A	10	+	102461395	102477045	33.318142	19.848454	29.977520	34.527191	36.070759
ALDH4A1	ALDH4A1	1	-	18871430	18902799	4.069745	5.941028	3.241411	5.070608	4.147827
ARHGAP8	ARHGAP8	22	+	44752558	44862784	46.850555	23.711594	54.254448	30.186296	57.559048
OR2T6	OR2T6	1	+	248387609	248388535	0.0	0.0	0.054724	0.0	0.0
ZFHX4-AS1	ZFHX4-AS1	8	-	76610879	76683275	0.682831	0.000000	0.153481	0.685731	1.054425
CLIP1-AS1	CLIP1-AS1	12	+	122395542	122399944	0.000000	0.000000	0.000000	2.905250	0.515433
SEC63	SEC63	6	-	107867756	107958278	18.408539	22.473700	23.200241	30.040009	17.537014
VENTXP1	VENTXP1	X	+	26558337	26561052	0.0	0.0	0.0	0.0	0.0
CEP290	CEP290	12	-	88049013	88142216	22.495508	27.096888	23.076731	28.953455	33.696850
ZNF816	ZNF816	19	-	52949379	52962911	2.084772	1.115845	2.868210	0.888659	1.199083
LOC100996671	LOC100996671	12	-	126652946	126690318	0.000000	0.0	0.0	0.0	0.0
SHF	SHF	15	-	45167214	45201175	8.773307	4.641373	8.861175	8.879189	5.124366
MIR4789	MIR4789	3	+	175369540	175369621	0.0	0.0	0.000000	0.0	0.000000
CAMTA1	CAMTA1	1	+	6785324	7769706	167.336655	153.075668	163.046494	168.298141	155.043381
RNU6-8	RNU6-8	19	+	1021522	1021627	0.000000	0	0	0.000000	0.000000
ARHGAP44	ARHGAP44	17	+	12789512	12991644	8.949347	6.161427	10.348680	9.832842	9.110584
CLASP1	CLASP1	2	-	121337776	121649476	19.822485	23.522455	22.882923	24.316380	20.538120
APOL5	APOL5	22	+	35717872	35729482	0.000000	0.0	0.0	0.456355	0.0
MIR6830	MIR6830	5	-	132217849	132217918	0.000000	0.000000	0.000000	0.000000	0.000000
RAB3IP	RAB3IP	12	+	69738686	69823204	6.691204	5.797124	7.880028	8.180154	6.146523
ATP6V0D2	ATP6V0D2	8	+	86098910	86154225	0.0	0.0	0.0	0.0	0.0
SNORA10B	SNORA10B	2	+	30187434	30187566	9.198402	2.549099	9.659575	10.292948	24.016914
LOC105370802	LOC105370802	15	+	45705195	45931069	0.0	0.0	0.0	0.0	0.0
IGSF6	IGSF6	16	-	21641284	21652666	0.000000	0.000000	0.000000	1.087582	0.000000
ANXA11	ANXA11	10	-	80155124	80205677	39.599979	31.468410	32.094681	39.989170	40.860699
CCN1	CCN1	1	+	85580761	85583965	22.788542	16.403135	19.803961	27.230247	32.003975
NELL2	NELL2	12	-	44508275	44913928	10.623936	9.226398	11.748732	10.014185	12.654971
TP53TG3C	TP53TG3C	16	+	33360879	33363485	0	0	0.0	0	0
UXS1	UXS1	2	-	106093303	106194339	25.561539	23.237722	27.148731	28.146580	17.764015
RPRM	RPRM	2	-	153477338	153478762	11.479844	9.582408	9.362101	17.696936	10.520668
KCNE5	KCNE5	X	-	109623700	109625168	0.304434	0.0	0.091513	1.096712	1.045450
MAN2C1	MAN2C1	15	-	75355792	75368627	23.257784	35.046211	18.126129	24.330381	22.591032
HACD3	HACD3	15	+	65530463	65578347	142.768280	134.740356	157.956955	182.861969	148.165710
LINC02370	LINC02370	12	+	131347470	131367555	0.0	0.0	0.0	0.0	0.0
GTF2B	GTF2B	1	-	88852633	88891567	43.931469	35.558060	48.320683	46.004944	54.278603
USP17L20	USP17L20	4	+	9215405	9259716	0.0	0	0	0	0
RBFOX2	RBFOX2	22	-	35738734	36028537	35.925064	23.861465	40.446712	41.778275	51.421776
PASD1	PASD1	X	+	151563535	151676739	0.000000	0.0	0.0	0.0	0.0
ZNF687-AS1	ZNF687-AS1	1	-	151280025	151281929	23.579294	19.453127	23.235359	28.600382	35.841713
LINP1	LINP1	10	+	6737382	6738939	0.0	0.0	0.0	0.0	0.0
MIR15A	MIR15A	13	-	50049119	50049201	0.000000	0.000000	0.000000	0.000000	0.000000
CDHR4	CDHR4	3	-	49790734	49799873	0.000000	0.0	0.000000	0.437296	0.000000
DTX4	DTX4	11	+	59171430	59208587	0.102402	1.191786	0.490881	0.285711	0.000000
ASB13	ASB13	10	-	5638857	5666595	12.063893	10.973590	14.593324	13.603585	14.797047
HPD	HPD	12	-	121839527	121888611	0.094172	0.000000	0.000000	0.255899	0.511357
ROPN1L-AS1	ROPN1L-AS1	5	-	10440735	10441851	0.0	0.0	0.0	0.000000	0.0
MIR3130-2	MIR3130-2	2	+	206783234	206783308	0.000000	0.000000	0.000000	0.000000	0.000000
ANGPTL7	ANGPTL7	1	+	11189289	11195981	0.183085	0.000000	1.883496	2.889657	0.442171
CHMP4A	CHMP4A	14	-	24209581	24213488	67.276505	59.238483	50.583122	44.863289	51.591003
BCAR1	BCAR1	16	-	75228187	75268053	47.000488	52.845848	53.558411	33.563469	52.549664
WWP1	WWP1	8	+	86342765	86467949	13.741626	8.984768	15.395907	14.382558	12.538124
CIP2A	CIP2A	3	-	108549871	108589644	81.494560	101.865654	105.576462	111.720039	129.832504
KLRC3	KLRC3	12	-	10412315	10420595	0.000000	0.0	0.0	0.0	0.0
ZBTB45	ZBTB45	19	-	58513530	58541712	10.249392	12.768728	13.123837	12.751391	12.402531
SNORD145	SNORD145	1	-	44670957	44671056	0.000000	0.000000	0.000000	0.000000	2.575812
LOC105372990	LOC105372990	22	+	30432686	30436501	0.520364	0.000000	1.493713	0.524327	1.090635
TGFB2	TGFB2	1	+	218345284	218444619	0.702782	1.193146	1.410396	1.282385	1.236773
LINC00184	LINC00184	1	+	234629311	234634780	0.0	0.0	0.0	0.0	0.0
KRT1	KRT1	12	-	52674736	52680407	0.0	0.0	0.0	0.0	0.0
ZNF230	ZNF230	19	+	44002925	44013920	3.792289	3.587992	1.438890	2.540834	3.568269
API5	API5	11	+	43311955	43344530	34.258831	29.433302	31.368828	44.687180	40.729797
C17orf50	C17orf50	17	+	35760897	35765079	0.000000	0.000000	0.000000	0.225053	0.000000
MIR6718	MIR6718	18	+	3885353	3885432	0.000000	0.000000	0.000000	0.000000	0.000000
HS3ST1	HS3ST1	4	-	11398364	11428913	0.0	0.0	0.0	0.0	0.477345
KRT71	KRT71	12	-	52543909	52553147	0.0	0.0	0.0	0.0	0.0
TUBAL3	TUBAL3	10	-	5393098	5404830	0.0	0.0	0.0	0.0	0.0
CD74	CD74	5	-	150401395	150412936	0.522428	0.000000	0.000000	0.721578	1.547811
STMN4	STMN4	8	-	27235323	27258439	0.000000	0.0	0.147211	0.0	0.0
LINC02365	LINC02365	4	-	184584093	184624872	0.000000	0.000000	0.0	0.000000	0.0
GRIN3A	GRIN3A	9	-	101569352	101738580	0.023823	0.000000	0.000000	0.159796	0.082397
PGD	PGD	1	+	10398992	10420511	40.161667	42.035000	36.569386	43.235699	45.127987
KRI1	KRI1	19	-	10553078	10566010	119.249077	129.557297	112.019783	118.328850	132.294128
METTL17	METTL17	14	+	20989806	20997035	70.350471	53.732082	79.398148	71.493279	69.821671
SLC17A7	SLC17A7	19	-	49429398	49441551	0.548354	0.797450	1.156584	1.382626	1.500793
MEP1B	MEP1B	18	+	32190024	32220403	0.274457	0.000000	0.000000	0.0	0.0
CA9	CA9	9	+	35673918	35681157	0.0	0.0	0.0	0.0	0.000000
LOC101928069	LOC101928069	11	-	66473490	66480249	6.858889	9.420045	10.118303	8.118086	7.634945
HCP5	HCP5	6	+	31463180	31465809	1.459064	0.541971	1.258247	1.622795	0.885772
ZSCAN31	ZSCAN31	6	-	28324738	28356271	2.205715	2.125638	2.700032	2.508250	2.893093
DDB1	DDB1	11	-	61299447	61333212	112.023224	84.852959	131.682343	137.067108	123.597244
EGFLAM-AS4	EGFLAM-AS4	5	-	38282269	38290986	0.000000	0.000000	0.000000	0.000000	0.000000
HOXC12	HOXC12	12	+	53954868	53956606	0.000000	0.0	0.400074	0.132406	0.000000
MTUS1	MTUS1	8	-	17643794	17801579	5.344677	4.633288	4.231644	4.258612	5.458771
CRSP8P	CRSP8P	5	-	80350605	80351966	4.178579	4.711923	3.052335	7.622302	5.554056
SPATA17-AS1	SPATA17-AS1	1	-	217781198	217785120	0.000000	0.000000	0.000000	0.000000	0.000000
NRP2	NRP2	2	+	205682500	205798133	4.623029	2.195159	4.781572	4.215581	4.124833
PRODH	PRODH	22	-	18912774	18936553	4.958177	5.056960	2.746244	3.616046	7.876269
USP10	USP10	16	+	84699949	84779921	153.528046	111.523865	187.415833	202.943420	188.518173
VWA3B	VWA3B	2	+	98087132	98312947	0.0	0.0	0.0	0.0	0.0
ING2	ING2	4	+	183505050	183512428	12.025541	25.018888	13.098049	10.934504	13.688896
DNAJC1	DNAJC1	10	-	21756548	22003721	73.697853	107.372383	80.345131	75.874992	86.875168
PGPEP1L	PGPEP1L	15	-	98968230	99007795	0.217472	0.0	1.021944	0.000000	0.0
MIR4254	MIR4254	1	-	31758660	31758735	0.000000	0.000000	0.000000	0.000000	2.366063
PLXNA2	PLXNA2	1	-	208022243	208244320	3.829193	4.010896	4.032787	4.374945	4.954985
MIR3621	MIR3621	9	-	137169186	137169270	0.000000	0.000000	0.000000	1.785118	2.472893
GATD1	GATD1	11	-	767223	777502	25.840481	22.233791	23.596363	27.261229	25.602926
MSMP	MSMP	9	-	35752991	35754277	29.473873	23.268902	27.268854	41.995834	29.255085
MIR4303	MIR4303	12	-	97995383	97995448	0.0	0.0	0.0	0.0	0.0
BEST2	BEST2	19	+	12752593	12758457	0.650056	0.000000	0.000000	0.856927	3.333246
SOX30	SOX30	5	-	157625679	157671480	2.744380	2.086526	3.964745	2.623002	4.246984
DENND4B	DENND4B	1	-	153929501	153946678	54.880802	45.019753	45.908432	54.273918	59.868275
SNORD97	SNORD97	11	-	10801467	10801608	0.000000	0.000000	0.000000	4.376367	0.000000
LINC01331	LINC01331	5	-	74369376	74536976	0.0	0.0	0.0	0.0	0.0
SOWAHA	SOWAHA	5	+	132813324	132816797	2.670872	2.192920	3.085896	3.488404	4.203206
RPSAP58	RPSAP58	19	+	23762944	23835146	6.290563	4.778502	5.806310	0.163169	1.245010
TRAF4	TRAF4	17	+	28744011	28750956	53.677544	43.771793	52.236092	40.704105	52.232014
CBLN2	CBLN2	18	-	72536680	72544488	0.0	0.0	0.0	0.0	0.0
MIR6859-3	MIR6859-3	15	+	101973524	101973591	1.350666	3.387903	0.818033	0.864767	0.103336
OR2T29	OR2T29	1	-	248558544	248559491	0.0	0.0	0.0	0.0	0.0
NDUFAF5	NDUFAF5	20	+	13785026	13818421	8.377454	5.599047	16.947363	12.211470	7.529624
PALLD	PALLD	4	+	168497066	168928457	125.203522	114.014717	133.515030	133.546738	155.563965
WNT2B	WNT2B	1	+	112466541	112521288	2.408247	4.881653	2.402644	2.722000	2.863253
SNORD116-20	SNORD116-20	15	+	25087661	25087754	0.000000	0.000000	0.000000	0.000000	0.000000
FAM111A-DT	FAM111A-DT	11	-	59133973	59142808	0.0	0.000000	0.0	0.0	0.0
SAA2-SAA4	SAA2-SAA4	11	-	18231355	18248674	0.000000	0.0	0.000000	0.000000	0.000000
LOC101927124	LOC101927124	14	+	31420758	31452883	0.393383	0.000000	0.825975	1.773702	0.801983
BLVRB	BLVRB	19	-	40447784	40465818	284.144653	424.237152	273.207153	222.250122	324.195679
SRD5A3	SRD5A3	4	+	55346242	55373099	8.480049	9.177682	10.743463	10.923950	6.061262
CDC42SE2	CDC42SE2	5	+	131264009	131394689	7.981556	6.549888	8.039558	9.480680	8.166470
LOC100287329	LOC100287329	6	-	31559571	31572703	2.304872	0.000000	1.205645	1.958730	3.102094
MTMR2	MTMR2	11	-	95832880	95924207	16.597057	13.412519	15.157551	21.136326	16.048607
NEK8	NEK8	17	+	28728788	28743455	5.108075	4.903890	4.034362	4.652740	6.024139
SLC7A11-AS1	SLC7A11-AS1	4	+	138089014	138178177	0.000000	0.000000	0.043298	0.000000	0.000000
IMPA1P1	IMPA1P1	8	-	81603884	81631277	0.839652	0.0	0.438221	0.942311	0.998199
RNASEH2A	RNASEH2A	19	+	12806614	12813648	272.076538	258.431396	257.046661	249.342041	275.547180
C11orf49	C11orf49	11	+	46936689	47164380	20.317316	20.603559	31.795923	29.315580	26.027031
LEXM	LEXM	1	+	54806063	54842264	0.330228	2.340982	0.000000	0.483797	0.0
STAG1	STAG1	3	-	136337157	136752403	18.281891	25.486107	20.035738	18.560869	19.540607
NCKAP1	NCKAP1	2	-	182924851	183038858	26.405745	21.624052	36.738171	38.923458	27.774792
BOLA3	BOLA3	2	-	74135400	74147912	381.536316	388.091736	405.490906	392.414215	369.702423
FUT3	FUT3	19	-	5842888	5851474	1.786464	0.000000	1.995881	0.966867	1.847569
MIR5694	MIR5694	14	-	67441855	67441930	0.000000	0.000000	2.002478	5.461051	0.0
PDE1C	PDE1C	7	-	31751179	32428224	0.446467	0.000000	0.192950	0.439330	0.977113
ATP13A4	ATP13A4	3	-	193398967	193555122	0.000000	0.000000	0.000000	0.000000	0.000000
BBS10	BBS10	12	-	76344474	76348415	5.868089	3.081988	4.734521	6.755480	6.656991
ZFP28	ZFP28	19	+	56538948	56556801	1.499336	0.929076	1.289961	0.740299	1.897582
