Gene	Name	Chr	Strand	Start	End	CRISPRa_C1_Rep1	CRISPRa_C1_Rep2
PIK3CG	PIK3CG	7	+	106865278	106908978	0.0	0.0
TMEM258	TMEM258	11	-	61789130	61792613	397.433350	145.849915
PRSS16	PRSS16	6	+	27247723	27256620	0.0	0.0
SSB	SSB	2	+	169798871	169812061	160.568176	1126.405884
GNA14-AS1	GNA14-AS1	9	+	77447649	77526762	0.0	0.0
LINC01645	LINC01645	1	+	177351586	177366458	0.0	0.0
FAM9B	FAM9B	X	-	9024232	9034127	0.0	0.0
PRAMEF11	PRAMEF11	1	-	12824760	12831410	0.0	0.0
TSSK4	TSSK4	14	+	24205651	24208248	0.000000	0.000000
NFIX	NFIX	19	+	12995475	13098796	0.0	0.0
MIR1913	MIR1913	6	-	166509354	166509433	0.0	0.0
MIR4276	MIR4276	4	+	174423795	174423864	0.0	0.0
TMEM189-UBE2V1	TMEM189-UBE2V1	20	-	50081124	50153798	0.000000	0.000000
BRPF1	BRPF1	3	+	9731729	9748016	0.000000	0.0
ACKR2	ACKR2	3	+	42809472	42867283	0.0	0.0
LOC541473	LOC541473	7	-	75391949	75395461	0.000000	0.0
SMIM11A	SMIM11A	21	+	34375450	34389154	0.371517	1.429108
SNORA1	SNORA1	11	-	93732004	93732133	0.000000	0.000000
PSMD14	PSMD14	2	+	161308275	161411717	347.767639	1097.242188
KRT6B	KRT6B	12	-	52446651	52452126	0.0	0.0
GNPDA1	GNPDA1	5	-	142000669	142013055	77.959908	135.785202
HAND2	HAND2	4	-	173526501	173530227	0.0	0.0
CYP4X1	CYP4X1	1	+	46961364	47050754	0.0	0.0
SPATA5L1	SPATA5L1	15	+	45402321	45421418	0.0	0.0
CLPX	CLPX	15	-	65148220	65185420	28.043026	0.0
SERINC4	SERINC4	15	-	43794174	43800097	0.000000	0.000000
FAM98A	FAM98A	2	-	33583661	33599362	6.257736	3.404497
DRD2	DRD2	11	-	113409595	113475279	0.0	0.0
MIR548H3	MIR548H3	17	-	13543529	13543646	0.000000	0.0
ZNF736	ZNF736	7	+	64313873	64356634	1.510289	0.0
IL22RA1	IL22RA1	1	-	24119771	24143285	0.0	0.0
GBP4	GBP4	1	-	89181145	89198942	0.0	0.0
TK2	TK2	16	-	66508003	66550412	0.000000	0.0
FAM197Y5	FAM197Y5	Y	-	9349580	9525268	0.0	0.0
ARHGAP45	ARHGAP45	19	+	1065923	1087831	0.000000	0.000000
DDIT4	DDIT4	10	+	72273924	72276036	0.340422	0.0
PRDM12	PRDM12	9	+	130664594	130682997	0.0	0.0
TFAP2A-AS1	TFAP2A-AS1	6	+	10412318	10416169	0.000000	7.041958
SMLR1	SMLR1	6	+	130827405	130837136	0.0	0.000000
OPA1-AS1	OPA1-AS1	3	-	193618599	193627332	0.000000	0.000000
ZBBX	ZBBX	3	-	167240289	167380297	0.0	0.0
KCNK15	KCNK15	20	+	44745847	44752313	0.000000	0.0
MRPS9	MRPS9	2	+	105038025	105099960	500.169617	631.759338
RELA	RELA	11	-	65653596	65662972	62.141384	0.0
CEP76	CEP76	18	-	12661956	12702777	35.787624	0.000000
C9orf170	C9orf170	9	+	87148644	87159726	0.0	0.0
LINC01936	LINC01936	2	+	30346646	30350158	0.0	0.0
LOC286359	LOC286359	9	-	97390837	97396691	0.0	0.0
HTR2A-AS1	HTR2A-AS1	13	+	46852140	46856299	0.0	0.0
C4A	C4A	6	+	31982057	32002680	0.000000	0.0
ISOC2	ISOC2	19	-	55452979	55461682	16.014574	0.0
NPIPB12	NPIPB12	16	-	29483534	29505874	0.759059	1.287498
KCTD20	KCTD20	6	+	36442767	36491143	1.243951	0.0
ESRRA	ESRRA	11	+	64305528	64316740	0.000000	0.000000
EXOSC10	EXOSC10	1	-	11066613	11099910	26.728933	0.0
MRPS22	MRPS22	3	+	139343994	139357137	363.512695	356.457611
TAS2R40	TAS2R40	7	+	143222037	143223079	0.0	0.0
PCBP2	PCBP2	12	+	53452102	53481162	22.619307	0.484539
FBXW4	FBXW4	10	-	101610664	101695295	18.034311	0.0
STPG3-AS1	STPG3-AS1	9	-	137250219	137253497	0.0	0.0
TEX15	TEX15	8	-	30831544	30913012	0.000000	8.717993
GPC3-AS1	GPC3-AS1	X	+	133897443	133897921	0.0	0.0
GOLGA2P7	GOLGA2P7	15	-	84198848	84230168	1.100610	0.0
LINC01976	LINC01976	17	+	43938261	43938962	3.760603	0.0
DLGAP1-AS5	DLGAP1-AS5	18	+	4264602	4296000	0.000000	0.0
LOC283299	LOC283299	11	-	7850751	7905955	0.0	0.0
HSFY1P1	HSFY1P1	22	+	16827474	16829335	0.0	0.0
GLUL	GLUL	1	-	182378093	182392206	69.780609	47.218102
TRIM59	TRIM59	3	-	160435503	160449838	1.401664	0.000000
SEMA5B	SEMA5B	3	-	122909193	123028605	0.0	0.0
TCP10L	TCP10L	21	-	32574841	32585545	0.000000	0.000000
INO80B	INO80B	2	+	74455023	74457960	18.090153	0.000000
LOC102724927	LOC102724927	16	-	3947626	3950444	0.0	0.0
KCNN3	KCNN3	1	-	154697458	154870281	0.0	0.0
NFXL1	NFXL1	4	-	47847233	47914667	57.274643	0.049986
MIR194-2	MIR194-2	11	-	64891355	64891439	0.0	0.000000
BRD8	BRD8	5	-	138139770	138178669	23.759743	13.671961
RAPGEF5	RAPGEF5	7	-	22118290	22356914	0.741203	1.436835
TMEM9B	TMEM9B	11	-	8947201	8965011	40.979412	0.000000
CELA2A	CELA2A	1	+	15456728	15472091	0.0	0.0
LOC220729	LOC220729	3	-	197614027	197627881	0.697526	0.0
UBQLN2	UBQLN2	X	+	56563593	56567010	0.0	67.269691
ACTR5	ACTR5	20	+	38748454	38772446	0.0	4.492108
LOC101929058	LOC101929058	12	+	103151842	103168308	0.0	0.0
OR2W5	OR2W5	1	+	247491068	247492409	0.0	0.0
SAMD4A	SAMD4A	14	+	54567612	54793315	3.633053	0.000000
RAP2C	RAP2C	X	-	132203024	132219480	102.837990	0.0
KLHDC2	KLHDC2	14	+	49768069	49783138	174.362610	190.314911
LRRC45	LRRC45	17	+	82023302	82031151	0.0	0.0
LOC100996664	LOC100996664	14	-	68625527	68628787	0.000000	0.000000
LDHC	LDHC	11	+	18412306	18451246	236.858429	102.314613
ZNF177	ZNF177	19	+	9363020	9382617	0.0	0.000000
THRAP3	THRAP3	1	+	36224412	36305356	167.825180	79.941711
CENPVL3	CENPVL3	X	-	51617021	51618918	0.0	0.0
STK11	STK11	19	+	1205799	1228435	1.640595	0.0
C12orf45	C12orf45	12	+	104986320	104994727	89.612869	0.0
QDPR	QDPR	4	-	17486393	17512234	89.423859	0.0
MIR133A1	MIR133A1	18	-	21825698	21825785	0.000000	0.000000
SLC9B1	SLC9B1	4	-	102885048	103019739	0.000000	0.000000
DOC2GP	DOC2GP	11	-	67613524	67615664	0.0	0.0
OR2T8	OR2T8	1	+	247921018	247921956	0.0	0.0
RNVU1-4	RNVU1-4	1	+	120942600	120942763	0.000000	0.000000
NABP1	NABP1	2	+	191678072	191688522	17.344692	24.419746
KLKB1	KLKB1	4	+	186227471	186258474	0.0	0.0
PDK3	PDK3	X	+	24465227	24550466	0.0	12.533137
NLRP6	NLRP6	11	+	278570	285388	0.0	0.0
COX7A2L	COX7A2L	2	-	42335561	42368957	231.723862	360.875671
DDAH1	DDAH1	1	-	85318485	85578363	5.693053	0.048556
MIR4643	MIR4643	6	+	91521660	91521737	0.0	0.0
LINC00397	LINC00397	13	-	87801043	87810520	0.0	0.0
TRIM14	TRIM14	9	-	98084353	98119353	0.554659	0.085478
TPM4	TPM4	19	+	16067507	16103003	170.903015	146.463638
PSMB7	PSMB7	9	-	124353465	124415473	1472.875610	2337.206055
HECTD2	HECTD2	10	+	91409235	91514828	76.361320	0.0
RHOXF1-AS1	RHOXF1-AS1	X	+	120036236	120146855	3.480233	0.000000
C17orf58	C17orf58	17	-	67991099	67993649	33.393066	0.0
ZNF512	ZNF512	2	+	27582969	27623215	66.875534	51.017803
GIGYF2	GIGYF2	2	+	232697305	232860577	21.827087	72.109138
TSPY4	TSPY4	Y	+	9337510	9490081	0.0	0.0
MYL12A	MYL12A	18	+	3247482	3256237	464.627563	0.0
PTPRB	PTPRB	12	-	70515871	70637440	0.0	0.0
KRT20	KRT20	17	-	40875889	40885243	0.0	0.0
SNORD73A	SNORD73A	4	+	151103827	151103891	0.000000	0.000000
NCF4-AS1	NCF4-AS1	22	-	36847372	36870443	0.0	0.0
LINC01525	LINC01525	1	+	117295466	117321336	0.0	0.0
THUMPD3-AS1	THUMPD3-AS1	3	-	9385264	9397494	178.597885	165.745468
LOC101929710	LOC101929710	5	+	95962001	96631085	0.0	0.0
FAM41AY1	FAM41AY1	Y	+	17500958	18405046	0.0	0.0
PNO1	PNO1	2	+	68157830	68176238	59.076355	84.125458
KDM5A	KDM5A	12	-	280057	389455	16.171875	18.313358
RGS3	RGS3	9	+	113444729	113597743	0.0	0.0
CHURC1-FNTB	CHURC1-FNTB	14	+	64914361	65062655	7.763852	6.979322
LRRC74B	LRRC74B	22	+	21045960	21064168	0.0	0.0
F5	F5	1	-	169511954	169586531	0.000000	0.0
ZNF610	ZNF610	19	+	52336245	52367123	0.0	0.0
RBMY2EP	RBMY2EP	Y	-	21395148	21401562	0.0	0.0
TTTY12	TTTY12	Y	+	7804924	7810682	0.0	0.0
SPARC	SPARC	5	-	151661096	151687054	0.0	0.0
DNAJC1	DNAJC1	10	-	21756548	22003721	29.697729	48.987480
SPATA31A6	SPATA31A6	9	+	42183659	42189887	0.0	0.0
GALNT9	GALNT9	12	-	132196372	132329319	0.0	0.0
LINC01227	LINC01227	16	-	80567103	80572808	0.0	0.0
RN7SK	RN7SK	6	+	52995620	52995951	31.739815	0.593578
MRPL20	MRPL20	1	-	1401896	1407313	207.063065	0.0
CXorf40B	CXorf40B	X	-	149932197	149938498	75.867226	0.0
KDF1	KDF1	1	-	26949556	26960410	0.0	0.0
CD96	CD96	3	+	111542079	111665991	0.0	0.0
NET1	NET1	10	+	5412557	5459056	16.447048	80.319016
C2orf81	C2orf81	2	-	74414176	74421630	0.000000	0.0
NIFK-AS1	NIFK-AS1	2	+	121649654	121728560	116.459084	271.803314
ZNF165	ZNF165	6	+	28080568	28089562	3.520950	0.0
LOC100507144	LOC100507144	11	-	35132650	35138032	0.0	0.0
CCDC71L	CCDC71L	7	-	106654362	106661188	0.353220	0.0
SNHG28	SNHG28	1	-	159834478	159855037	0.0	0.000000
OR1F12	OR1F12	6	+	28073316	28074329	0.000000	0.0
LOC105377458	LOC105377458	4	-	143817794	143829348	0.0	0.0
PRPF39	PRPF39	14	+	45084099	45115601	29.666653	107.249619
HNRNPA2B1	HNRNPA2B1	7	-	26189936	26200793	480.899658	479.293945
RHOG	RHOG	11	-	3826978	3840959	70.173172	68.147491
BCL2	BCL2	18	-	63123346	63319380	0.0	0.0
CXCL13	CXCL13	4	+	77511753	77611836	0.0	0.0
ZC3H18-AS1	ZC3H18-AS1	16	-	88560103	88561983	0.0	0.0
IAH1	IAH1	2	+	9474529	9488624	150.966599	94.855019
LSAMP-AS1	LSAMP-AS1	3	+	116360024	116370085	0.0	0.0
ERICH1	ERICH1	8	-	614737	731239	18.942102	10.063004
HOXB6	HOXB6	17	-	48595737	48604972	35.681034	15.357096
SEC61A2	SEC61A2	10	+	12129641	12169958	1.017440	0.003399
TMEM176B	TMEM176B	7	-	150791288	150801360	0.0	0.0
MATK	MATK	19	-	3777969	3801812	0.0	0.0
TRABD2B	TRABD2B	1	-	47760528	47996890	0.0	0.0
GPD1	GPD1	12	+	50103819	50111320	0.000000	0.0
SEMA6C	SEMA6C	1	-	151131687	151146664	0.0	0.0
RAB40A	RAB40A	X	-	103499753	103519489	0.0	0.0
LINC01515	LINC01515	10	+	65571425	65766541	0.0	0.0
SLC35B4	SLC35B4	7	-	134289338	134317075	18.151356	41.641640
LOC100505851	LOC100505851	19	-	23949519	23957953	0.0	0.0
FOXD4L5	FOXD4L5	9	-	65282101	65285209	0.0	0.0
GCSAML-AS1	GCSAML-AS1	1	-	247524679	247530804	0.0	0.0
TCAIM	TCAIM	3	+	44338119	44409448	41.471451	132.341980
NIT1	NIT1	1	+	161118072	161125445	74.580940	70.416901
MIR562	MIR562	2	+	232172653	232172747	0.0	0.0
MAPK1	MAPK1	22	-	21759658	21867680	55.857307	37.934013
MIR1244-2	MIR1244-2	12	-	9239470	9239551	0.997838	0.266647
MIR4697HG	MIR4697HG	11	-	133896435	133901740	0.0	0.0
RNA5S1	RNA5S1	1	-	228646038	228646158	0.000000	0
DGKB	DGKB	7	-	14145049	14974777	0.0	0.000000
SCUBE2	SCUBE2	11	-	9019500	9091607	0.0	0.0
IRAK1	IRAK1	X	-	154010506	154019902	16.019186	5.838298
FHL3	FHL3	1	-	37996770	38005515	0.0	0.0
SNORD53B	SNORD53B	2	+	28927983	28928060	0.000000	0.000000
INTU	INTU	4	+	127632932	127716779	20.027636	0.0
HIVEP2	HIVEP2	6	-	142751469	142945176	0.0	0.0
LRRC37A2	LRRC37A2	17	+	46512710	46555648	0.647992	0.0
GSTK1	GSTK1	7	+	143263429	143269129	164.475357	99.119942
CNOT6L	CNOT6L	4	-	77713387	77820269	12.001513	0.875803
HCG17	HCG17	6	-	30234039	30326134	0.000000	3.466545
MEIG1	MEIG1	10	+	14959355	14988047	74.833275	0.0
MIR4487	MIR4487	11	+	47400970	47401042	0.0	0.0
LEPROTL1	LEPROTL1	8	+	30095406	30137706	119.014328	153.877274
ADARB2	ADARB2	10	-	1177313	1737476	0.0	0.0
RDH8	RDH8	19	+	10013483	10022278	0.000000	0.0
PLEKHA6	PLEKHA6	1	-	204218851	204359929	0.000000	0.0
CRAMP1	CRAMP1	16	+	1614640	1677908	4.754511	0.0
GOLGA6L1	GOLGA6L1	15	-	23127066	23136822	0.0	0.000000
CSPP1	CSPP1	8	+	67064368	67196614	24.147820	46.128372
MIR6085	MIR6085	15	+	62343029	62343138	0.0	0.0
RING1	RING1	6	+	33208509	33212722	12.291328	0.0
EMCN	EMCN	4	-	100395341	100518093	0.0	0.0
CASP6	CASP6	4	-	109688629	109703473	31.388746	0.0
MIR4318	MIR4318	18	+	37657135	37657215	0.0	0.0
FAM13C	FAM13C	10	-	59246129	59363181	0.0	0.0
CHST2	CHST2	3	+	143119776	143124014	0.0	0.0
OR2K2	OR2K2	9	-	111327483	111328433	0.0	0.0
NPIPB3	NPIPB3	16	-	21402129	21425378	1.957450	0.000000
PPA1	PPA1	10	-	70202830	70233434	1546.300415	2296.712402
PPP2R2A	PPP2R2A	8	+	26291491	26372679	98.490959	191.585434
AKR1C8P	AKR1C8P	10	-	5154460	5185187	0.0	0.000000
ZNF740	ZNF740	12	+	53180722	53195142	0.000000	0.000000
LINC02468	LINC02468	12	-	20120980	20127901	0.0	0.0
IL1RAPL1	IL1RAPL1	X	+	28587564	29955900	0.0	0.0
CIB4	CIB4	2	-	26581205	26641366	0.0	0.0
MIR383	MIR383	8	-	14853438	14853510	0.0	0.0
MIR4255	MIR4255	1	+	37161563	37161634	0.0	0.0
NDUFA3	NDUFA3	19	+	54102852	54106974	275.413940	276.371246
NMU	NMU	4	-	55595229	55636698	54.799534	0.000000
SPIDR	SPIDR	8	+	47260878	47736001	2.489496	8.768645
FAM170A	FAM170A	5	+	119629559	119635822	0.0	0.0
LINC01661	LINC01661	1	+	106818239	106838193	0.0	0.0
SNORD147	SNORD147	11	-	16925938	16926022	0.000000	0.0
ARSD	ARSD	X	-	2903970	2929375	0.0	0.0
GLI4	GLI4	8	+	143267437	143276931	4.476245	23.223602
FAM118B	FAM118B	11	+	126211724	126262987	27.105616	0.000000
REG3G	REG3G	2	+	79025686	79028504	0.0	0.0
LINC02114	LINC02114	5	+	4773481	4774865	0.0	0.0
ALDH18A1	ALDH18A1	10	-	95605929	95656810	48.363312	0.0
LOC100507373	LOC100507373	19	+	14137152	14171263	0.0	0.000000
MAP3K13	MAP3K13	3	+	185282941	185489094	128.684784	64.399391
SSBP3-AS1	SSBP3-AS1	1	+	54236443	54239063	2.293881	0.000000
LINC01972	LINC01972	3	-	194765238	194768709	0.0	0.0
C8orf37-AS1	C8orf37-AS1	8	+	95268836	95810143	0.0	0.0
TTLL4	TTLL4	2	+	218710845	218755415	5.162028	20.687277
ASMTL	ASMTL	X	-	1403139	1453762	0.000000	0.0
CD82	CD82	11	+	44565591	44619765	0.0	0.0
RNVU1-3	RNVU1-3	1	+	148402715	148402875	0.000000	0.000000
TMEM9B-AS1	TMEM9B-AS1	11	+	8964675	8976283	0.000000	0.000000
IQCB1	IQCB1	3	-	121769761	121835079	615.441711	289.595154
MOB3C	MOB3C	1	-	46607715	46616891	22.603153	0.0
EPHB3	EPHB3	3	+	184561799	184582408	0.000000	0.0
LOC100996455	LOC100996455	11	+	64449057	64451656	0.0	0.0
LINC00850	LINC00850	X	+	149825708	149879799	0.000000	0.0
LOC105374297	LOC105374297	3	-	195646635	195652159	0.0	0.0
GOLGA6L4	GOLGA6L4	15	-	84428349	84516847	4.983575	7.942810
MIR1234	MIR1234	8	-	144400086	144400165	0.0	0.000000
KIAA1257	KIAA1257	3	-	128909866	129003930	0.000000	0.0
RPPH1	RPPH1	14	-	20343071	20343411	0.0	0.0
ENHO	ENHO	9	-	34521042	34523039	0.0	0.0
PMS2P1	PMS2P1	7	-	100320640	100336307	28.208471	0.000000
SNORD89	SNORD89	2	-	101272936	101273049	0.000000	47.186844
RIPK4	RIPK4	21	-	41739369	41767089	0.0	0.0
ANKS1B	ANKS1B	12	-	98734791	99984654	0.000000	0.0
LINC01491	LINC01491	15	-	47803384	47846236	0.0	0.0
MBNL2	MBNL2	13	+	97222289	97394120	11.937520	0.000000
LINC01246	LINC01246	2	-	6626109	6634706	0.0	0.0
MYCBP	MYCBP	1	-	38862490	38873378	5.197083	0.000000
ASPM	ASPM	1	-	197084127	197146694	6.246076	17.598627
EMC8	EMC8	16	-	85778625	85799542	91.992783	0.0
LOC101927278	LOC101927278	10	+	98446321	98453805	0.000000	0.000000
CD164	CD164	6	-	109366514	109382812	295.873657	0.0
OR5E1P	OR5E1P	11	+	7849051	7849571	0.0	0.0
CAT	CAT	11	+	34438925	34472060	0.0	0.0
ZNF697	ZNF697	1	-	119619377	119647767	0.0	0.0
SETSIP	SETSIP	1	-	92074436	92075472	11.239520	4.657799
MIR4752	MIR4752	19	+	54282109	54282180	0.0	0.0
C1QTNF3-AMACR	C1QTNF3-AMACR	5	-	33986986	34124528	0.000000	0.0
ARHGEF26-AS1	ARHGEF26-AS1	3	-	154024401	154121210	0.0	0.0
OR10G9	OR10G9	11	+	124023013	124023948	0.0	0.0
HLA-DOB	HLA-DOB	6	-	32812763	32817048	0.0	0.0
LOC101927666	LOC101927666	17	-	58076891	58083204	0.0	0.0
WDR62	WDR62	19	+	36054881	36105110	0.0	0.0
GPX4	GPX4	19	+	1103926	1106789	225.562210	362.706696
RBBP5	RBBP5	1	-	205086142	205122022	34.426937	0.0
GRM5-AS1	GRM5-AS1	11	+	88504576	88524054	0.0	0.0
MIR412	MIR412	14	+	101065447	101065537	0.0	0.0
CACNA2D4	CACNA2D4	12	-	1791957	1918704	0.0	0.0
RIC1	RIC1	9	+	5629107	5776556	0.0	0.000000
LINC00905	LINC00905	19	+	16033713	16042135	0.000000	0.0
ZNF304	ZNF304	19	+	57351274	57359897	0.0	0.0
OR52D1	OR52D1	11	+	5488685	5489748	0.0	0.0
PLBD1-AS1	PLBD1-AS1	12	+	14567732	14619755	0.0	0.000000
FRY-AS1	FRY-AS1	13	-	32024056	32031639	0.0	0.0
TMEM201	TMEM201	1	+	9588874	9614877	0.000000	0.0
KIDINS220	KIDINS220	2	-	8721134	8837639	77.946213	21.939777
LOC101929479	LOC101929479	15	-	84200078	84200689	0.000000	0
LOC102723968	LOC102723968	13	-	63828840	63844125	0.0	0.0
ZNF562	ZNF562	19	-	9648662	9675100	0.000000	25.625469
GKN2	GKN2	2	-	68945232	68952893	0.0	0.0
LRIG2	LRIG2	1	+	113073170	113125202	0.0	0.0
PGM5P3-AS1	PGM5P3-AS1	2	-	113527568	113542673	0.0	0.0
SNX29P1	SNX29P1	16	+	21349363	21385933	0.000000	0.0
TBC1D31	TBC1D31	8	+	123072619	123165169	0.0	0.0
CCT4	CCT4	2	-	61868127	61888671	1136.612061	5844.282715
ZNF283	ZNF283	19	+	43827292	43848898	10.121239	0.0
SNORA101B	SNORA101B	14	-	35762800	35762931	0.000000	0.000000
PRR32	PRR32	X	+	126819764	126821785	0.0	0.0
SV2B	SV2B	15	+	91099588	91302565	0.0	0.0
IMPG2	IMPG2	3	-	101222546	101320575	0.0	0.0
H2AFB2	H2AFB2	X	+	155380706	155460008	0.0	0
GJA1	GJA1	6	+	121435646	121449727	0.0	0.0
CHMP7	CHMP7	8	+	23243637	23262000	0.0	0.0
RPL23A	RPL23A	17	+	28719982	28724356	1355.426025	1032.743408
MINOS1	MINOS1	1	+	19596977	19629821	200.300293	64.118958
C1orf229	C1orf229	1	-	247110160	247112417	0.0	0.0
RIPK3	RIPK3	14	-	24336025	24339991	0.0	0.0
LINC00446	LINC00446	13	+	78012883	78053595	0.0	0.0
ZNF791	ZNF791	19	+	12610918	12629862	53.917019	0.0
LINC00410	LINC00410	13	-	90890954	90926597	0.0	0.0
PCP2	PCP2	19	-	7631615	7633748	0.000000	0.000000
TTC9C	TTC9C	11	+	62728073	62738636	171.152130	0.172442
HS3ST4	HS3ST4	16	+	25691959	26137685	0.0	0.0
HIST2H2AB	HIST2H2AB	1	-	149887469	149887916	0.055031	0.000000
SPRED2	SPRED2	2	-	65310851	65432522	0.0	6.428444
HSH2D	HSH2D	19	+	16134028	16158573	0.000000	0.000000
LIPJ	LIPJ	10	+	88586762	88606976	0.0	0.0
HSPA6	HSPA6	1	+	161524540	161526897	0.0	8691.608398
H3F3B	H3F3B	17	-	75776434	75779935	1384.841797	1384.980713
MIR492	MIR492	12	+	94834398	94834513	0.0	0.0
RNPEPL1	RNPEPL1	2	+	240568484	240578732	0.0	0.0
DPH6-DT	DPH6-DT	15	+	35546195	35859001	0.0	0.0
MEOX1	MEOX1	17	-	43640390	43661894	0.0	0.0
SNORD121B	SNORD121B	9	-	33934297	33934375	0.000000	0.000000
SPATA42	SPATA42	1	+	108857217	108858524	0.000000	0.0
C9orf78	C9orf78	9	-	129827285	129835293	117.648567	0.000000
PPRC1	PPRC1	10	+	102132994	102150333	0.371619	15.180279
SLC2A13	SLC2A13	12	-	39755021	40105859	0.0	24.266504
PAUPAR	PAUPAR	11	+	31826567	31829303	0.000000	0.0
PWWP3A	PWWP3A	19	+	1354959	1378431	0.0	8.760626
LINC02209	LINC02209	8	+	29921513	29953607	0.0	0.0
DAD1	DAD1	14	-	22564907	22589237	969.309937	722.109192
LOC100652758	LOC100652758	5	-	151769793	151772176	0.000000	0.000000
SLC22A24	SLC22A24	11	-	63079940	63144221	0.0	0.0
TRPC7	TRPC7	5	-	136213311	136365476	0.0	0.0
LOC100506990	LOC100506990	8	+	12437013	12566845	0.000000	0.000000
MIR5684	MIR5684	19	+	12787128	12787192	0.0	0.0
FBXO42	FBXO42	1	-	16246840	16352491	34.627289	2.346514
HLA-DPB2	HLA-DPB2	6	+	33112516	33129113	0.0	0.0
SCARNA18B	SCARNA18B	1	-	193057281	193057415	0.000000	0.000000
ZNF17	ZNF17	19	+	57411147	57421939	0.000000	0.0
FAM110A	FAM110A	20	+	833697	846279	0.0	0.000000
LINC00459	LINC00459	13	+	62323657	62328835	0.0	0.0
MCTP1	MCTP1	5	-	94705537	95284575	0.0	0.0
MPP4	MPP4	2	-	201644874	201698694	0.0	0.0
LNP1	LNP1	3	+	100401193	100456326	0.0	0.0
PHYH	PHYH	10	-	13277796	13300130	88.578949	0.0
ERLNC1	ERLNC1	1	+	204141408	204143009	0.0	0.0
ACSL6	ACSL6	5	-	131949974	132012068	0.0	0.0
FBLL1	FBLL1	5	+	168529063	168530634	0.592573	0.0
COX4I2	COX4I2	20	+	31637888	31644997	0.0	0.0
PTPA	PTPA	9	+	129110949	129148946	0.000000	0.0
COA4	COA4	11	-	73872668	73876845	198.587326	200.117416
SLC35A2	SLC35A2	X	-	48903180	48911958	21.868126	70.111633
HSF2	HSF2	6	+	122399551	122433119	153.135956	50.668972
NUP54	NUP54	4	-	76114659	76148515	281.256653	141.496567
RNU6-2	RNU6-2	14	+	32202045	32203269	0.0	0.0
TRAP1	TRAP1	16	-	3658037	3717597	70.163101	28.288498
CXorf21	CXorf21	X	-	30558824	30577916	0.0	0.0
ALDH8A1	ALDH8A1	6	-	134917390	134950122	0.0	0.0
MCM7	MCM7	7	-	100092728	100101940	493.959198	802.819519
MDC1-AS1	MDC1-AS1	6	+	30703067	30713184	0.000000	0.0
ATCAY	ATCAY	19	+	3880620	3928082	0.0	0.0
LINC02283	LINC02283	4	+	54332892	54356104	0.0	0.0
LOC101928103	LOC101928103	2	+	214810229	214963605	27.192066	0.0
SOS2	SOS2	14	-	50117121	50231693	3.132042	0.0
GPER1	GPER1	7	+	1086807	1093815	0.000000	0.000000
OCIAD1	OCIAD1	4	+	48831043	48861817	652.334961	251.963837
C2CD4A	C2CD4A	15	+	62066977	62070917	0.0	0.0
COL25A1	COL25A1	4	-	108810721	109302643	0.0	0.0
GNG11	GNG11	7	+	93921704	93926514	0.0	146.989197
SDAD1P1	SDAD1P1	8	-	26379261	26382953	2.522331	0.000000
TCTEX1D4	TCTEX1D4	1	-	44805910	44807285	0.000000	0.0
D21S2088E	D21S2088E	21	-	23361104	23384835	0.0	0.0
DDX11	DDX11	12	+	31073845	31104791	3.435974	0.000000
LOC100507548	LOC100507548	11	+	134985352	134986799	0.0	0.0
SDHA	SDHA	5	+	218223	257082	125.916077	2.674892
KCNH5	KCNH5	14	-	62706577	63045238	0.0	0.0
RDH13	RDH13	19	-	55044316	55069546	0.000000	0.000000
MIR4773-2	MIR4773-2	2	-	151368334	151368411	0.0	0.0
GABRG3-AS1	GABRG3-AS1	15	-	27157735	27161319	0.0	0.0
KIF21B	KIF21B	1	-	200969386	201023700	0.0	0.0
LINC01054	LINC01054	13	-	114329757	114333948	0.0	0.0
NPFFR2	NPFFR2	4	+	72031804	72148201	1.800364	70.372894
MIR378B	MIR378B	3	+	10330229	10330285	0.0	0.0
EIF4E1B	EIF4E1B	5	+	176630682	176646641	0.0	0.0
FGF2	FGF2	4	+	122826708	122898236	0.000000	0.0
HARBI1	HARBI1	11	-	46603306	46617227	0.0	0.0
BMI1	BMI1	10	+	22321099	22331484	137.944946	1.001113
DDHD1	DDHD1	14	-	53036740	53153328	9.684281	0.0
FERD3L	FERD3L	7	-	19144782	19145421	0.0	0.0
NNT	NNT	5	+	43602689	43705566	11.360238	0.000000
CGB8	CGB8	19	-	49047638	49049111	0.0	0.0
ADAMTS19	ADAMTS19	5	+	129460265	129738683	0.0	0.0
ABCB9	ABCB9	12	-	122920951	122966509	0.0	0.0
ZSCAN25	ZSCAN25	7	+	99616948	99672538	0.000000	25.132490
CD247	CD247	1	-	167430640	167518610	0.0	0.0
RBAK	RBAK	7	+	5045821	5069488	15.116993	14.512522
TMOD4	TMOD4	1	-	151169987	151176071	0.000000	0.000000
LOC105377146	LOC105377146	3	+	68500637	68505872	0.0	0.0
MCHR2-AS1	MCHR2-AS1	6	+	99994038	100076419	0.0	0.0
WFDC1	WFDC1	16	+	84294706	84329851	0.0	0.0
SNORD13I	SNORD13I	11	+	100934274	100934378	0.000000	0.0
LINC01867	LINC01867	2	+	52370648	52390070	0.0	0.0
SRP54	SRP54	14	+	34982898	35029567	364.425018	551.091248
D2HGDH	D2HGDH	2	+	241734579	241768816	0.0	0.0
PRR12	PRR12	19	+	49591643	49626439	0.0	0.0
